region,country_code,country,year,sex,hrs_unpaid_dom_care_work,prop_internet,hrs_dom_care_work,labor_force,prop_self_employed,prop_nat_parl,prop_female_judge,prop_family_worker,prop_employers,perc_industrial,perc_service,key
Latin America and the Caribbean,312,Guadeloupe,2011,Both sexes,NA,NA,NA,21.8,18.7,NA,NA,NA,NA,13.7,66.4,Latin America and the Caribbean--312--Guadeloupe--2011--Both sexes
Latin America and the Caribbean,312,Guadeloupe,2002,Female,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--312--Guadeloupe--2002--Female
Latin America and the Caribbean,312,Guadeloupe,2002,Male,NA,NA,NA,29.6,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--312--Guadeloupe--2002--Male
Latin America and the Caribbean,312,Guadeloupe,2002,Both sexes,NA,NA,NA,26,17,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--312--Guadeloupe--2002--Both sexes
Latin America and the Caribbean,312,Guadeloupe,2012,Female,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--312--Guadeloupe--2012--Female
Latin America and the Caribbean,312,Guadeloupe,2012,Male,NA,NA,NA,26.6,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--312--Guadeloupe--2012--Male
Latin America and the Caribbean,312,Guadeloupe,2012,Both sexes,NA,NA,NA,21.4,19.4,NA,NA,NA,NA,13.5,65.5,Latin America and the Caribbean--312--Guadeloupe--2012--Both sexes
Latin America and the Caribbean,320,Guatemala,1999,Female,NA,NA,NA,27.48,NA,12.5,NA,NA,NA,NA,NA,Latin America and the Caribbean--320--Guatemala--1999--Female
Latin America and the Caribbean,320,Guatemala,1999,Male,NA,NA,NA,76.78,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--320--Guatemala--1999--Male
Latin America and the Caribbean,320,Guatemala,1999,Both sexes,NA,NA,NA,52.55,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--320--Guatemala--1999--Both sexes
Latin America and the Caribbean,320,Guatemala,2010,Female,NA,NA,NA,27.7,35.36,12,0.35,NA,2.16,23.7,61.8,Latin America and the Caribbean--320--Guatemala--2010--Female
Latin America and the Caribbean,320,Guatemala,2010,Male,NA,NA,NA,55.76,26.37,NA,NA,NA,3.15,20.8,34.2,Latin America and the Caribbean--320--Guatemala--2010--Male
Latin America and the Caribbean,320,Guatemala,2010,Both sexes,NA,NA,NA,41.66,29.61,NA,NA,NA,2.79,21.8,44.2,Latin America and the Caribbean--320--Guatemala--2010--Both sexes
Latin America and the Caribbean,320,Guatemala,2004,Female,NA,NA,NA,34.86,37,8.2,NA,21.4,2.5,20.3,64.4,Latin America and the Caribbean--320--Guatemala--2004--Female
Latin America and the Caribbean,320,Guatemala,2004,Male,NA,NA,NA,77.1,29.9,NA,NA,15.5,5.5,19,30.4,Latin America and the Caribbean--320--Guatemala--2004--Male
Latin America and the Caribbean,320,Guatemala,2004,Both sexes,NA,NA,NA,55.39,32.4,NA,NA,17.5,4.4,19.5,42.2,Latin America and the Caribbean--320--Guatemala--2004--Both sexes
Latin America and the Caribbean,320,Guatemala,2006,Both sexes,NA,NA,NA,59.13,NA,NA,NA,NA,NA,22.81,43.96,Latin America and the Caribbean--320--Guatemala--2006--Both sexes
Latin America and the Caribbean,320,Guatemala,2011,Both sexes,NA,NA,NA,53.48,29,NA,NA,11.65,2.36,19.88,42.55,Latin America and the Caribbean--320--Guatemala--2011--Both sexes
Latin America and the Caribbean,320,Guatemala,2012,Female,NA,NA,NA,40.05,38.23,13.3,NA,17.62,2.64,15.51,71.84,Latin America and the Caribbean--320--Guatemala--2012--Female
Latin America and the Caribbean,320,Guatemala,2012,Male,NA,NA,NA,77.6,26.48,NA,NA,11.35,2.87,21.82,34.52,Latin America and the Caribbean--320--Guatemala--2012--Male
Latin America and the Caribbean,320,Guatemala,2012,Both sexes,NA,NA,NA,58.28,30.8,NA,NA,13.66,2.79,19.5,48.25,Latin America and the Caribbean--320--Guatemala--2012--Both sexes
Latin America and the Caribbean,320,Guatemala,2013,Female,NA,NA,NA,32.57,35.45,13.3,NA,12.11,2.26,14.17,75.98,Latin America and the Caribbean--320--Guatemala--2013--Female
Latin America and the Caribbean,320,Guatemala,2013,Male,NA,NA,NA,68.49,28.47,NA,NA,8.6,3.01,20.34,37.25,Latin America and the Caribbean--320--Guatemala--2013--Male
Latin America and the Caribbean,320,Guatemala,2013,Both sexes,NA,NA,NA,49.91,30.94,NA,NA,9.84,2.74,18.16,50.96,Latin America and the Caribbean--320--Guatemala--2013--Both sexes
Latin America and the Caribbean,320,Guatemala,2014,Female,NA,NA,NA,33.02,32.87,NA,0.43,13.07,2.19,17.31,71.32,Latin America and the Caribbean--320--Guatemala--2014--Female
Latin America and the Caribbean,320,Guatemala,2014,Male,NA,NA,NA,71.34,25.04,NA,NA,8.44,3.23,20.63,36.9,Latin America and the Caribbean--320--Guatemala--2014--Male
Latin America and the Caribbean,320,Guatemala,2014,Both sexes,NA,NA,NA,51.74,27.8,NA,NA,10.07,2.86,19.46,49.01,Latin America and the Caribbean--320--Guatemala--2014--Both sexes
Latin America and the Caribbean,320,Guatemala,2015,Female,NA,NA,NA,31.48,33.58,NA,NA,12.27,2.48,17.72,72.35,Latin America and the Caribbean--320--Guatemala--2015--Female
Latin America and the Caribbean,320,Guatemala,2015,Male,NA,NA,NA,72.7,23.88,NA,NA,8.42,3.06,19.48,37.71,Latin America and the Caribbean--320--Guatemala--2015--Male
Latin America and the Caribbean,320,Guatemala,2015,Both sexes,NA,NA,NA,52.26,27.11,NA,NA,9.7,2.87,18.89,49.23,Latin America and the Caribbean--320--Guatemala--2015--Both sexes
Latin America and the Caribbean,320,Guatemala,2016,Female,NA,NA,NA,33.84,33.59,NA,NA,11.43,2.2,18.5,72.01,Latin America and the Caribbean--320--Guatemala--2016--Female
Latin America and the Caribbean,320,Guatemala,2016,Both sexes,NA,NA,NA,52.59,26.31,NA,NA,8.41,2.92,21.01,49.61,Latin America and the Caribbean--320--Guatemala--2016--Both sexes
Latin America and the Caribbean,328,Guyana,2002,Female,NA,NA,NA,31.6,NA,20,NA,NA,NA,12.26,77.62,Latin America and the Caribbean--328--Guyana--2002--Female
Latin America and the Caribbean,328,Guyana,2002,Male,NA,NA,NA,66.2,NA,NA,NA,NA,NA,29.53,39.26,Latin America and the Caribbean--328--Guyana--2002--Male
Latin America and the Caribbean,328,Guyana,2002,Both sexes,NA,NA,NA,48.83,NA,NA,NA,NA,NA,24.45,50.54,Latin America and the Caribbean--328--Guyana--2002--Both sexes
Latin America and the Caribbean,332,Haiti,1999,Female,NA,NA,NA,29.2,NA,3.6,NA,NA,NA,6,56.7,Latin America and the Caribbean--332--Haiti--1999--Female
Latin America and the Caribbean,332,Haiti,1999,Male,NA,NA,NA,34.9,NA,NA,NA,NA,NA,15.1,22.4,Latin America and the Caribbean--332--Haiti--1999--Male
Latin America and the Caribbean,332,Haiti,1999,Both sexes,NA,NA,NA,32,NA,NA,NA,NA,NA,10.8,38.7,Latin America and the Caribbean--332--Haiti--1999--Both sexes
Latin America and the Caribbean,332,Haiti,2003,Female,NA,NA,NA,21.95,84.58,3.6,NA,3.4,0.86,6.59,60.29,Latin America and the Caribbean--332--Haiti--2003--Female
Latin America and the Caribbean,332,Haiti,2003,Male,NA,NA,NA,28.44,80.36,NA,NA,2.24,1.53,13.11,24.25,Latin America and the Caribbean--332--Haiti--2003--Male
Latin America and the Caribbean,332,Haiti,2003,Both sexes,NA,NA,NA,25,82.1,NA,NA,2.72,1.25,10.41,39.16,Latin America and the Caribbean--332--Haiti--2003--Both sexes
Latin America and the Caribbean,332,Haiti,2000,Female,NA,NA,NA,30.51,NA,3.6,NA,NA,NA,NA,NA,Latin America and the Caribbean--332--Haiti--2000--Female
Latin America and the Caribbean,332,Haiti,2000,Male,NA,NA,NA,37.4,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--332--Haiti--2000--Male
Latin America and the Caribbean,332,Haiti,2000,Both sexes,NA,NA,NA,33.94,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--332--Haiti--2000--Both sexes
Latin America and the Caribbean,332,Haiti,2005,Female,NA,NA,NA,32.87,NA,3.6,NA,NA,NA,NA,NA,Latin America and the Caribbean--332--Haiti--2005--Female
Latin America and the Caribbean,332,Haiti,2005,Male,NA,NA,NA,39.26,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--332--Haiti--2005--Male
Latin America and the Caribbean,332,Haiti,2005,Both sexes,NA,NA,NA,36.07,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--332--Haiti--2005--Both sexes
Latin America and the Caribbean,332,Haiti,1995,Female,NA,NA,NA,35.51,NA,3.8,NA,NA,NA,NA,NA,Latin America and the Caribbean--332--Haiti--1995--Female
Latin America and the Caribbean,332,Haiti,1995,Male,NA,NA,NA,44.07,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--332--Haiti--1995--Male
Latin America and the Caribbean,332,Haiti,1995,Both sexes,NA,NA,NA,39.73,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--332--Haiti--1995--Both sexes
Latin America and the Caribbean,340,Honduras,1999,Female,NA,NA,NA,38.69,38.96,9.4,NA,14.33,1.92,24.59,66.51,Latin America and the Caribbean--340--Honduras--1999--Female
Latin America and the Caribbean,340,Honduras,1999,Male,NA,NA,NA,79.48,34.7,NA,NA,12.25,4.35,20.61,29.63,Latin America and the Caribbean--340--Honduras--1999--Male
Latin America and the Caribbean,340,Honduras,1999,Both sexes,NA,NA,NA,58.78,36.23,NA,NA,13,3.48,22.04,42.89,Latin America and the Caribbean--340--Honduras--1999--Both sexes
Latin America and the Caribbean,340,Honduras,2003,Female,NA,NA,NA,31.5,42.97,5.5,NA,10.06,2.23,25.47,65.86,Latin America and the Caribbean--340--Honduras--2003--Female
Latin America and the Caribbean,340,Honduras,2003,Male,NA,NA,NA,73.5,37.12,NA,NA,12.55,3.66,19.35,28.77,Latin America and the Caribbean--340--Honduras--2003--Male
Latin America and the Caribbean,340,Honduras,2003,Both sexes,NA,NA,NA,52.2,39.09,NA,NA,11.71,3.18,21.41,41.23,Latin America and the Caribbean--340--Honduras--2003--Both sexes
Latin America and the Caribbean,340,Honduras,2005,Female,NA,NA,NA,28.38,37.38,5.5,NA,8.27,1.74,23.3,63.43,Latin America and the Caribbean--340--Honduras--2005--Female
Latin America and the Caribbean,340,Honduras,2005,Male,NA,NA,NA,69.66,36.47,NA,NA,12.15,2.65,19.74,28.73,Latin America and the Caribbean--340--Honduras--2005--Male
Latin America and the Caribbean,340,Honduras,2005,Both sexes,NA,NA,NA,48.45,36.76,NA,NA,10.92,2.36,20.87,39.74,Latin America and the Caribbean--340--Honduras--2005--Both sexes
Latin America and the Caribbean,340,Honduras,2009,Both sexes,NA,NA,NA,50.47,39.5,NA,NA,12.4,2.3,20.3,42.6,Latin America and the Caribbean--340--Honduras--2009--Both sexes
Latin America and the Caribbean,340,Honduras,2010,Female,NA,NA,NA,30.83,44.9,18,NA,11.9,1.9,19,67.9,Latin America and the Caribbean--340--Honduras--2010--Female
Latin America and the Caribbean,340,Honduras,2010,Male,NA,NA,NA,71.41,38,NA,NA,13.3,2.7,18.2,29.6,Latin America and the Caribbean--340--Honduras--2010--Male
Latin America and the Caribbean,340,Honduras,2010,Both sexes,NA,NA,NA,51.46,40.5,NA,NA,12.8,2.4,18.5,43.3,Latin America and the Caribbean--340--Honduras--2010--Both sexes
Latin America and the Caribbean,340,Honduras,2001,Female,NA,NA,NA,35.33,35.8,9.4,NA,11.35,2.48,25.39,67.63,Latin America and the Caribbean--340--Honduras--2001--Female
Latin America and the Caribbean,340,Honduras,2001,Male,NA,NA,NA,73.43,35.16,NA,NA,12.84,3.77,20.59,27.76,Latin America and the Caribbean--340--Honduras--2001--Male
Latin America and the Caribbean,340,Honduras,2001,Both sexes,NA,NA,NA,53.93,35.37,NA,NA,12.35,3.35,22.17,40.87,Latin America and the Caribbean--340--Honduras--2001--Both sexes
Latin America and the Caribbean,340,Honduras,2004,Female,NA,NA,NA,31.6,38.51,5.5,NA,9.13,2.33,23.82,68.86,Latin America and the Caribbean--340--Honduras--2004--Female
Latin America and the Caribbean,340,Honduras,2004,Male,NA,NA,NA,73.4,34.74,NA,NA,13.71,4.31,21.64,29.85,Latin America and the Caribbean--340--Honduras--2004--Male
Latin America and the Caribbean,340,Honduras,2004,Both sexes,NA,NA,NA,51.8,35.98,NA,NA,12.2,3.66,22.36,42.66,Latin America and the Caribbean--340--Honduras--2004--Both sexes
Latin America and the Caribbean,340,Honduras,2006,Female,NA,NA,NA,31.08,NA,23.4,NA,10.89,2.01,22.33,67.04,Latin America and the Caribbean--340--Honduras--2006--Female
Latin America and the Caribbean,340,Honduras,2006,Male,NA,NA,NA,69.09,37.69,NA,NA,11.7,3.01,21.29,28.88,Latin America and the Caribbean--340--Honduras--2006--Male
Latin America and the Caribbean,340,Honduras,2006,Both sexes,NA,NA,NA,49.35,38.53,NA,NA,11.42,2.7,21.65,41.99,Latin America and the Caribbean--340--Honduras--2006--Both sexes
Latin America and the Caribbean,340,Honduras,2011,Female,NA,NA,NA,30.2,NA,18,0.52,NA,NA,20.5,69.7,Latin America and the Caribbean--340--Honduras--2011--Female
Latin America and the Caribbean,340,Honduras,2011,Male,NA,NA,NA,69.4,NA,NA,NA,NA,NA,18.7,30.4,Latin America and the Caribbean--340--Honduras--2011--Male
Latin America and the Caribbean,340,Honduras,2011,Both sexes,NA,NA,NA,49.9,NA,NA,NA,NA,NA,19.3,44,Latin America and the Caribbean--340--Honduras--2011--Both sexes
Latin America and the Caribbean,340,Honduras,2002,Female,NA,NA,NA,30,39.11,9.4,NA,11.02,2.27,26.36,64.71,Latin America and the Caribbean--340--Honduras--2002--Female
Latin America and the Caribbean,340,Honduras,2002,Male,NA,NA,NA,75,37.98,NA,NA,13,2.98,19.65,27.25,Latin America and the Caribbean--340--Honduras--2002--Male
Latin America and the Caribbean,340,Honduras,2002,Both sexes,NA,NA,NA,52,38.35,NA,NA,12.33,2.75,21.81,39.33,Latin America and the Caribbean--340--Honduras--2002--Both sexes
Latin America and the Caribbean,340,Honduras,2015,Female,NA,NA,NA,41,41.52,NA,NA,14.32,1.96,21.14,70.78,Latin America and the Caribbean--340--Honduras--2015--Female
Latin America and the Caribbean,340,Honduras,2015,Male,NA,NA,NA,72.53,35.06,NA,NA,12.59,3.08,21.8,34.68,Latin America and the Caribbean--340--Honduras--2015--Male
Latin America and the Caribbean,340,Honduras,2015,Both sexes,NA,NA,NA,56.59,37.53,NA,NA,13.25,2.65,21.55,48.46,Latin America and the Caribbean--340--Honduras--2015--Both sexes
Latin America and the Caribbean,388,Jamaica,1999,Female,NA,NA,NA,39.7,29.83,13.6,NA,3.01,1.74,7.48,83.32,Latin America and the Caribbean--388--Jamaica--1999--Female
Latin America and the Caribbean,388,Jamaica,1999,Male,NA,NA,NA,49.8,39.74,NA,NA,1.58,3.44,25.24,45.91,Latin America and the Caribbean--388--Jamaica--1999--Male
Latin America and the Caribbean,388,Jamaica,1999,Both sexes,NA,NA,NA,44.6,35.66,NA,NA,2.17,2.74,17.94,61.28,Latin America and the Caribbean--388--Jamaica--1999--Both sexes
Latin America and the Caribbean,388,Jamaica,2003,Female,NA,NA,NA,33.61,27.88,11.7,NA,2.22,1.95,6.35,84.68,Latin America and the Caribbean--388--Jamaica--2003--Female
Latin America and the Caribbean,388,Jamaica,2003,Male,NA,NA,NA,46.97,39.22,NA,NA,0.68,3.33,25.37,45.83,Latin America and the Caribbean--388--Jamaica--2003--Male
Latin America and the Caribbean,388,Jamaica,2003,Both sexes,NA,NA,NA,40.21,34.48,NA,NA,1.33,2.75,17.43,62.05,Latin America and the Caribbean--388--Jamaica--2003--Both sexes
Latin America and the Caribbean,388,Jamaica,2008,Female,NA,NA,NA,33.2,28.95,13.3,NA,2.12,2.12,5.91,84.2,Latin America and the Caribbean--388--Jamaica--2008--Female
Latin America and the Caribbean,388,Jamaica,2008,Male,NA,NA,NA,41.8,40.27,NA,NA,0.41,3.89,24.73,48.9,Latin America and the Caribbean--388--Jamaica--2008--Male
Latin America and the Caribbean,388,Jamaica,2008,Both sexes,NA,NA,NA,37.5,35.33,NA,NA,1.16,3.12,16.52,64.3,Latin America and the Caribbean--388--Jamaica--2008--Both sexes
Latin America and the Caribbean,388,Jamaica,2009,Female,NA,NA,NA,29.4,NA,13.3,NA,NA,NA,8.23,83.06,Latin America and the Caribbean--388--Jamaica--2009--Female
Latin America and the Caribbean,388,Jamaica,2009,Male,NA,NA,NA,38,NA,NA,NA,NA,NA,24.57,47.93,Latin America and the Caribbean--388--Jamaica--2009--Male
Latin America and the Caribbean,388,Jamaica,2009,Both sexes,NA,NA,NA,33.7,NA,NA,NA,NA,NA,17.5,63.12,Latin America and the Caribbean--388--Jamaica--2009--Both sexes
Latin America and the Caribbean,388,Jamaica,1996,Female,NA,NA,NA,48,29.2,11.7,NA,3.6,1.5,11.73,76.92,Latin America and the Caribbean--388--Jamaica--1996--Female
Latin America and the Caribbean,388,Jamaica,1996,Male,NA,NA,NA,57,39.6,NA,NA,1.6,2.9,26.59,42.36,Latin America and the Caribbean--388--Jamaica--1996--Male
Latin America and the Caribbean,388,Jamaica,1996,Both sexes,NA,NA,NA,52.4,35.2,NA,NA,2.4,2.3,20.3,56.97,Latin America and the Caribbean--388--Jamaica--1996--Both sexes
Latin America and the Caribbean,388,Jamaica,1998,Female,NA,NA,NA,42.47,28.83,11.7,NA,3.44,1.7,8.51,81.5,Latin America and the Caribbean--388--Jamaica--1998--Female
Latin America and the Caribbean,388,Jamaica,1998,Male,NA,NA,NA,51.24,40.22,NA,NA,1.28,3.59,25.28,45.57,Latin America and the Caribbean--388--Jamaica--1998--Male
Latin America and the Caribbean,388,Jamaica,1998,Both sexes,NA,NA,NA,46.79,35.44,NA,NA,2.19,2.8,18.24,60.65,Latin America and the Caribbean--388--Jamaica--1998--Both sexes
Latin America and the Caribbean,388,Jamaica,2001,Female,NA,NA,NA,35.1,29.61,13.3,NA,3.45,1.24,6.12,84.16,Latin America and the Caribbean--388--Jamaica--2001--Female
Latin America and the Caribbean,388,Jamaica,2001,Male,NA,NA,NA,48.5,39.15,NA,NA,1.15,3.79,24.72,46.53,Latin America and the Caribbean--388--Jamaica--2001--Male
Latin America and the Caribbean,388,Jamaica,2001,Both sexes,NA,NA,NA,41.7,35.24,NA,NA,2.09,2.75,17.11,61.93,Latin America and the Caribbean--388--Jamaica--2001--Both sexes
Latin America and the Caribbean,388,Jamaica,2004,Female,NA,NA,NA,33.32,29.97,11.7,NA,2.38,1.71,5.42,85.75,Latin America and the Caribbean--388--Jamaica--2004--Female
Latin America and the Caribbean,388,Jamaica,2004,Male,NA,NA,NA,45.65,38.26,NA,NA,0.5,3.21,27.56,46.96,Latin America and the Caribbean--388--Jamaica--2004--Male
Latin America and the Caribbean,388,Jamaica,2004,Both sexes,NA,NA,NA,39.44,34.78,NA,NA,1.29,2.58,18.26,63.23,Latin America and the Caribbean--388--Jamaica--2004--Both sexes
Latin America and the Caribbean,388,Jamaica,1995,Female,NA,NA,NA,49.7,28.5,11.7,NA,3.9,1.5,12.44,75.8,Latin America and the Caribbean--388--Jamaica--1995--Female
Latin America and the Caribbean,388,Jamaica,1995,Male,NA,NA,NA,59.6,38.9,NA,NA,2,3.4,25.99,42.11,Latin America and the Caribbean--388--Jamaica--1995--Male
Latin America and the Caribbean,388,Jamaica,1995,Both sexes,NA,NA,NA,54.6,34.4,NA,NA,2.8,2.6,20.19,56.53,Latin America and the Caribbean--388--Jamaica--1995--Both sexes
Latin America and the Caribbean,388,Jamaica,1997,Female,NA,NA,NA,45.8,28.44,11.7,NA,3.18,1.88,9.89,79.74,Latin America and the Caribbean--388--Jamaica--1997--Female
Latin America and the Caribbean,388,Jamaica,1997,Male,NA,NA,NA,55.3,39.06,NA,NA,1.31,3.93,24.89,45.79,Latin America and the Caribbean--388--Jamaica--1997--Male
Latin America and the Caribbean,388,Jamaica,1997,Both sexes,NA,NA,NA,50.5,34.62,NA,NA,2.09,3.07,18.62,59.97,Latin America and the Caribbean--388--Jamaica--1997--Both sexes
Latin America and the Caribbean,388,Jamaica,2002,Female,NA,NA,NA,39,27.42,13.3,NA,2.51,1.93,6.49,83.17,Latin America and the Caribbean--388--Jamaica--2002--Female
Latin America and the Caribbean,388,Jamaica,2002,Male,NA,NA,NA,49.9,39.41,NA,NA,0.65,2.88,25,47.36,Latin America and the Caribbean--388--Jamaica--2002--Male
Latin America and the Caribbean,388,Jamaica,2002,Both sexes,NA,NA,NA,44.4,34.39,NA,NA,1.43,2.49,17.25,62.36,Latin America and the Caribbean--388--Jamaica--2002--Both sexes
Latin America and the Caribbean,388,Jamaica,2013,Female,NA,NA,NA,33.17,NA,12.7,NA,NA,NA,5.92,85.64,Latin America and the Caribbean--388--Jamaica--2013--Female
Latin America and the Caribbean,388,Jamaica,2013,Male,NA,NA,NA,36.2,NA,NA,NA,NA,NA,22.2,51.73,Latin America and the Caribbean--388--Jamaica--2013--Male
Latin America and the Caribbean,388,Jamaica,2013,Both sexes,NA,NA,NA,34.7,NA,NA,NA,NA,NA,15.22,66.27,Latin America and the Caribbean--388--Jamaica--2013--Both sexes
Latin America and the Caribbean,388,Jamaica,2015,Both sexes,NA,NA,NA,34.01,NA,NA,NA,NA,NA,14.93,67.05,Latin America and the Caribbean--388--Jamaica--2015--Both sexes
Latin America and the Caribbean,474,Martinique,1999,Female,NA,NA,NA,22.66,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--1999--Female
Latin America and the Caribbean,474,Martinique,1999,Male,NA,NA,NA,28.25,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--1999--Male
Latin America and the Caribbean,474,Martinique,1999,Both sexes,NA,NA,NA,25.49,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--1999--Both sexes
Latin America and the Caribbean,474,Martinique,2003,Female,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2003--Female
Latin America and the Caribbean,474,Martinique,2003,Male,NA,NA,NA,24.1,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2003--Male
Latin America and the Caribbean,474,Martinique,2003,Both sexes,NA,NA,NA,21.8,13.3,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2003--Both sexes
Latin America and the Caribbean,474,Martinique,2008,Female,NA,NA,NA,21.81,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2008--Female
Latin America and the Caribbean,474,Martinique,2008,Male,NA,NA,NA,28.09,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2008--Male
Latin America and the Caribbean,474,Martinique,2008,Both sexes,NA,NA,NA,24.96,12.5,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2008--Both sexes
Latin America and the Caribbean,474,Martinique,2005,Female,NA,NA,NA,20.1,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2005--Female
Latin America and the Caribbean,474,Martinique,2005,Male,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2005--Male
Latin America and the Caribbean,474,Martinique,2005,Both sexes,NA,NA,NA,21.7,13.1,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2005--Both sexes
Latin America and the Caribbean,474,Martinique,2007,Female,NA,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2007--Female
Latin America and the Caribbean,474,Martinique,2007,Male,NA,NA,NA,25.7,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2007--Male
Latin America and the Caribbean,474,Martinique,2007,Both sexes,NA,NA,NA,23.8,12.4,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2007--Both sexes
Latin America and the Caribbean,474,Martinique,2009,Female,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2009--Female
Latin America and the Caribbean,474,Martinique,2009,Male,NA,NA,NA,27.3,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2009--Male
Latin America and the Caribbean,474,Martinique,2009,Both sexes,NA,NA,NA,25.1,13.8,NA,NA,NA,NA,6,18.5,Latin America and the Caribbean--474--Martinique--2009--Both sexes
Latin America and the Caribbean,474,Martinique,2010,Female,NA,NA,NA,24.1,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2010--Female
Latin America and the Caribbean,474,Martinique,2010,Male,NA,NA,NA,33.1,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2010--Male
Latin America and the Caribbean,474,Martinique,2010,Both sexes,NA,NA,NA,28.3,14.4,NA,NA,2.8,NA,11.9,65.3,Latin America and the Caribbean--474--Martinique--2010--Both sexes
Latin America and the Caribbean,474,Martinique,2001,Female,NA,NA,NA,25.8,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2001--Female
Latin America and the Caribbean,474,Martinique,2001,Male,NA,NA,NA,27.2,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2001--Male
Latin America and the Caribbean,474,Martinique,2001,Both sexes,NA,NA,NA,26.3,14,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2001--Both sexes
Latin America and the Caribbean,474,Martinique,2004,Female,NA,NA,NA,20.9,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2004--Female
Latin America and the Caribbean,474,Martinique,2004,Male,NA,NA,NA,25.8,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2004--Male
Latin America and the Caribbean,474,Martinique,2004,Both sexes,NA,NA,NA,23.5,13.5,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2004--Both sexes
Latin America and the Caribbean,474,Martinique,2006,Female,NA,NA,NA,25.3,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2006--Female
Latin America and the Caribbean,474,Martinique,2006,Male,NA,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2006--Male
Latin America and the Caribbean,474,Martinique,2006,Both sexes,NA,NA,NA,26.7,12.3,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2006--Both sexes
Latin America and the Caribbean,474,Martinique,2011,Female,NA,NA,NA,23.7,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2011--Female
Latin America and the Caribbean,474,Martinique,2011,Male,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2011--Male
Latin America and the Caribbean,474,Martinique,2011,Both sexes,NA,NA,NA,28.8,14.6,NA,NA,NA,NA,11.7,68.8,Latin America and the Caribbean--474--Martinique--2011--Both sexes
Latin America and the Caribbean,474,Martinique,2002,Female,NA,NA,NA,20.7,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2002--Female
Latin America and the Caribbean,474,Martinique,2002,Male,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2002--Male
Latin America and the Caribbean,474,Martinique,2002,Both sexes,NA,NA,NA,23.8,12.4,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean--474--Martinique--2002--Both sexes
